antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Cluster
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'bag', 'pen', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'bag', 'lunch box', 'sign'})","frozenset({'food container', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'bag', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'tin', 'sign'})","frozenset({'food container', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'tin', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'sign', 'lunch box', 'bag', 'tin', 'bread bin'})","frozenset({'food container', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'bag', 'sign'})","frozenset({'food container', 'tin', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'tin', 'sign'})","frozenset({'food container', 'bag', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'tin', 'bag', 'regency cakestand'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'bag', 'tin'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box', 'bag'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'lunch box'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'bag', 'lunch box', 'sign'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'spaceboy birthday', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'tin', 'sign'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'spaceboy birthday', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'bag', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'bag', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'bag', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box', 'bag'})","frozenset({'food container', 'spaceboy birthday', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday', 'bag', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'tin', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday', 'tin', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'lunch box', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'bag', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'lunch box'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box', 'bag'})","frozenset({'food container', 'spaceboy birthday', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'bag', 'lunch box'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'food container', 'spaceboy birthday', 'bag', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'sign', 'lunch box', 'bag', 'tin', 'bread bin'})","frozenset({'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'bag', 'sign'})","frozenset({'food container', 'spaceboy birthday', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'tin', 'sign'})","frozenset({'food container', 'spaceboy birthday', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'spaceboy birthday', 'bag', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'sign', 'lunch box', 'bag', 'tin', 'bread bin'})","frozenset({'round snack', 'food container', 'spaceboy birthday'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'bag', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'tin', 'sign'})","frozenset({'round snack', 'food container', 'spaceboy birthday', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'bag', 'tin'})","frozenset({'food container', 'spaceboy birthday', 'lunch box', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box', 'bag'})","frozenset({'food container', 'spaceboy birthday', 'tin', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'lunch box', 'sign'})","frozenset({'food container', 'round snack', 'spaceboy birthday', 'bag', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'tin'})","frozenset({'sign', 'food container', 'spaceboy birthday', 'lunch box', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bread bin', 'round snack', 'lunch box'})","frozenset({'sign', 'food container', 'spaceboy birthday', 'bag', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'candle', 'box', 'napkin'})","frozenset({'retrospot tea', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'candle', 'bag', 'box', 'napkin'})","frozenset({'retrospot tea', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'candle', 'box', 'napkin'})","frozenset({'retrospot tea', 'bag', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'cowboys indians', 'lunch box', 'tin', 'sign'})","frozenset({'bread bin', 'spaceboy birthday', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'sign', 'cowboys indians', 'lunch box', 'bag', 'tin'})","frozenset({'bread bin', 'spaceboy birthday', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'cowboys indians', 'lunch box', 'tin', 'sign'})","frozenset({'bread bin', 'spaceboy birthday', 'bag', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'tin'})","frozenset({'round snack', 'pen', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'cowboys indians', 'lunch box', 'tin', 'sign'})","frozenset({'round snack', 'spaceboy birthday', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'tin'})","frozenset({'round snack', 'lunch box', 'pen', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bag', 'spaceboy birthday', 'cowboys indians', 'lunch box'})","frozenset({'round snack', 'pen', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'bag', 'tin'})","frozenset({'round snack', 'pen', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'tin'})","frozenset({'round snack', 'bag', 'pen', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'sign', 'cowboys indians', 'lunch box', 'bag', 'tin'})","frozenset({'round snack', 'spaceboy birthday', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'cowboys indians', 'lunch box', 'tin', 'sign'})","frozenset({'round snack', 'spaceboy birthday', 'bag', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'bag', 'tin'})","frozenset({'round snack', 'lunch box', 'pen', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'bag', 'lunch box'})","frozenset({'round snack', 'pen', 'tin', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'spaceboy birthday', 'cowboys indians', 'tin'})","frozenset({'pen', 'sign', 'round snack', 'lunch box', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'lunch box', 'cowboys indians', 'bag'})","frozenset({'card dolly', 'pen', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'cowboys indians', 'lunch box', 'tin'})","frozenset({'bag', 'card dolly', 'pen'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'box', 'bowl'})","frozenset({'mushroom cake', 'candle'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'tin', 'box', 'bowl'})","frozenset({'mushroom cake', 'candle'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'box', 'bowl'})","frozenset({'mushroom cake', 'candle', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'box', 'bag', 'bowl'})","frozenset({'mushroom cake', 'candle'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'box', 'bowl'})","frozenset({'mushroom cake', 'candle', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'bowl', 'round snack', 'bag', 'tin', 'box'})","frozenset({'mushroom cake', 'candle'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'box', 'bag', 'bowl'})","frozenset({'mushroom cake', 'candle', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'tin', 'box', 'bowl'})","frozenset({'mushroom cake', 'candle', 'bag'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'box', 'bowl'})","frozenset({'mushroom cake', 'candle', 'bag', 'tin'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'spaceboy birthday', 'box'})","frozenset({'mushroom cake', 'tin', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'spaceboy birthday', 'bag', 'box'})","frozenset({'mushroom cake', 'tin', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'round snack', 'spaceboy birthday', 'box'})","frozenset({'mushroom cake', 'bag', 'tin', 'sign'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat fancy', 'doormat hearts'})","frozenset({'doormat union', 'doormat retrospot', 'souvenir england'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat fancy', 'souvenir england'})","frozenset({'doormat union', 'doormat retrospot', 'doormat hearts'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat retrospot', 'doormat hearts'})","frozenset({'doormat union', 'doormat fancy', 'souvenir england'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat retrospot', 'souvenir england'})","frozenset({'doormat union', 'doormat fancy', 'doormat hearts'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat retrospot', 'doormat hearts'})","frozenset({'doormat fancy', 'doormat welcome'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat retrospot', 'souvenir england'})","frozenset({'doormat fancy', 'doormat welcome'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat retrospot', 'souvenir england', 'doormat hearts'})","frozenset({'doormat fancy', 'doormat welcome'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat fancy', 'doormat hearts'})","frozenset({'doormat retrospot', 'souvenir england', 'doormat welcome'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat fancy', 'souvenir england'})","frozenset({'doormat retrospot', 'doormat welcome', 'doormat hearts'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
"frozenset({'doormat retrospot', 'doormat hearts'})","frozenset({'doormat fancy', 'souvenir england', 'doormat welcome'})",0.04060913705583756,0.030456852791878174,0.030456852791878174,0.7500000000000001,24.625000000000004,1.0,0.029220026282563323,3.878172588832489,1.0,0.7500000000000002,0.7421465968586388,0.875,3
